timestamp,stonewall_min_xfers,stonewall_max_xfers,stonewall_time_secs,stonewall_bytes_moved,access,bw(mib/s),iops,latency(s),block(kib),xfer(kib),open(s),wr/rd(s),close(s),total(s),iter,start,ordering,nodes,nproc,ppn,xfersize,aggsize_bytes,end,filename
1628687261.0,1430.0,1430.0,45.0,47982837760.0,write,968.7,30.27,47.24,32768.0,32768.0,0.002173,47.24,0.000371,47.24,0,1628884764.0,sequential,1,1,1,33554432.0,17592186044416.0,1628884792,ior-n1ppn1t33554432.2.out
1628884764.0,1430.0,1430.0,26.7,47982837760.0,read,1712.71,53.53,26.72,32768.0,32768.0,0.001574,26.72,1.8e-05,26.72,0,1628884764.0,sequential,1,1,1,33554432.0,17592186044416.0,1628884792,ior-n1ppn1t33554432.2.out
1628705650.0,1487.0,1487.0,45.0,49895440384.0,write,1009.88,31.56,47.12,32768.0,32768.0,0.002151,47.12,0.00027,47.12,0,1628888998.0,sequential,1,1,1,33554432.0,17592186044416.0,1628889028,ior-n1ppn1t33554432.3.out
1628888998.0,1487.0,1487.0,29.0,49895440384.0,read,1639.01,51.22,29.03,32768.0,32768.0,0.00182,29.03,3.2e-05,29.03,0,1628888998.0,sequential,1,1,1,33554432.0,17592186044416.0,1628889028,ior-n1ppn1t33554432.3.out
1628782752.0,1653.0,1653.0,45.0,55465476096.0,write,1051.07,32.85,50.32,32768.0,32768.0,0.002484,50.32,0.000309,50.33,0,1628893273.0,sequential,1,1,1,33554432.0,17592186044416.0,1628893306,ior-n1ppn1t33554432.4.out
1628893273.0,1653.0,1653.0,31.8,55465476096.0,read,1664.94,52.03,31.77,32768.0,32768.0,0.001561,31.77,1.5e-05,31.77,0,1628893273.0,sequential,1,1,1,33554432.0,17592186044416.0,1628893306,ior-n1ppn1t33554432.4.out
1628642574.0,10992560.0,10992560.0,45.0,45025525760.0,write,830.49,212618.0,51.7,4.0,4.0,0.002392,51.7,0.000333,51.7,0,1628877251.0,sequential,1,1,1,4096.0,8796093022208.0,1628877281,ior-n1ppn1t4096.0.out
1628877251.0,10992560.0,10992560.0,29.5,45025525760.0,read,1453.55,372128.0,29.54,4.0,4.0,0.001483,29.54,1.2e-05,29.54,0,1628877251.0,sequential,1,1,1,4096.0,8796093022208.0,1628877281,ior-n1ppn1t4096.0.out
1628682887.0,10498338.0,10498338.0,45.0,43001192448.0,write,856.98,219399.0,47.85,4.0,4.0,0.002595,47.85,0.000214,47.85,0,1628883509.0,sequential,1,1,1,4096.0,8796093022208.0,1628883540,ior-n1ppn1t4096.1.out
1628883509.0,10498338.0,10498338.0,29.9,43001192448.0,read,1369.79,350682.0,29.94,4.0,4.0,0.001238,29.94,1.5e-05,29.94,0,1628883509.0,sequential,1,1,1,4096.0,8796093022208.0,1628883540,ior-n1ppn1t4096.1.out
1628699955.0,9645858.0,9645858.0,45.0,39509434368.0,write,815.04,208661.0,46.23,4.0,4.0,0.002078,46.23,0.000305,46.23,0,1628887695.0,sequential,1,1,1,4096.0,8796093022208.0,1628887724,ior-n1ppn1t4096.2.out
